-509.00,-1105.00,1007.00
-509.00,-1009.00,1068.00
-508.00,-863.00,1125.00
-508.00,-728.00,798.00
-765.00,-964.00,675.00
-766.00,-1151.00,888.00
-765.00,-1179.00,1329.00
-1019.00,-1061.00,1606.00
-1274.00,-1075.00,1605.00
-1018.00,-1291.00,1023.00
-765.00,-1018.00,643.00
-510.00,-740.00,564.00
-510.00,-530.00,644.00
-510.00,-277.00,764.00
-510.00,-8.00,1020.00
-765.00,164.00,1267.00
-1020.00,233.00,1326.00
-1019.00,246.00,1239.00
-1020.00,229.00,1212.00
-1020.00,229.00,1247.00
-1020.00,268.00,1130.00
-1020.00,53.00,599.00
-1022.00,-464.00,381.00
-1279.00,-1037.00,519.00
-1022.00,-1294.00,878.00
-765.00,-1194.00,1260.00
-508.00,-791.00,1578.00
-506.00,-636.00,1750.00
-506.00,-483.00,1745.00
-506.00,-169.00,1636.00
-762.00,49.00,1398.00
-251.00,-351.00,1143.00
-508.00,-998.00,1051.00
-508.00,-1121.00,1195.00
-508.00,-1025.00,1416.00
-507.00,-892.00,1498.00
-507.00,-861.00,1493.00
-507.00,-734.00,1432.00
-507.00,-581.00,1386.00
-507.00,-305.00,1383.00
-507.00,-127.00,1358.00
-507.00,-54.00,1287.00
-763.00,56.00,1122.00
-508.00,-149.00,1463.00
-763.00,-535.00,1800.00
-1017.00,-969.00,1757.00
-1274.00,-1198.00,1466.00
-1275.00,-1216.00,1328.00
-1531.00,-1145.00,1297.00
-1531.00,-1089.00,1341.00
-1531.00,-1066.00,1341.00
-1531.00,-1075.00,1428.00
-1531.00,-1109.00,1513.00
-1019.00,-1136.00,1587.00
-1018.00,-1131.00,1592.00
-762.00,-1093.00,1574.00
-762.00,-963.00,1560.00
-506.00,-848.00,1539.00
-506.00,-717.00,1529.00
-507.00,-640.00,1497.00
-507.00,-415.00,1429.00
-507.00,-214.00,1369.00
-763.00,-37.00,1331.00
-763.00,80.00,1381.00
-763.00,-209.00,1634.00
-762.00,-476.00,1758.00
-762.00,-465.00,1836.00
-1017.00,-644.00,1885.00
-1017.00,-886.00,1794.00
-1017.00,-1092.00,1620.00
-762.00,-1194.00,1288.00
-763.00,-1145.00,858.00
-509.00,-842.00,601.00
-510.00,-630.00,556.00
-766.00,-478.00,504.00
-767.00,-237.00,507.00
-767.00,-121.00,571.00
-766.00,-46.00,629.00
-766.00,-118.00,591.00
-766.00,-512.00,542.00
-766.00,-928.00,621.00
-766.00,-1228.00,841.00
-1021.00,-1319.00,1123.00
-1276.00,-1209.00,1463.00
-763.00,-973.00,1628.00
-506.00,-590.00,1457.00
-507.00,-362.00,1206.00
-508.00,-266.00,1120.00
-508.00,-89.00,898.00
-765.00,50.00,1059.00
-764.00,20.00,1369.00
-763.00,-61.00,1523.00
-507.00,-429.00,1558.00
-250.00,-613.00,1366.00
-251.00,-632.00,1111.00
-508.00,-496.00,910.00
-509.00,-406.00,742.00
-510.00,-293.00,615.00
-766.00,-146.00,585.00
-1022.00,-90.00,514.00
-1278.00,-28.00,545.00
-1278.00,94.00,650.00
-1022.00,143.00,811.00
-1021.00,161.00,898.00
-1021.00,40.00,642.00
-1022.00,-381.00,414.00
-1023.00,-820.00,406.00
-1023.00,-1073.00,612.00
-1022.00,-1259.00,868.00
-1021.00,-1264.00,1184.00
-764.00,-1140.00,1495.00
-763.00,-896.00,1692.00
-762.00,-600.00,1803.00
-1017.00,-362.00,1806.00
-1017.00,-139.00,1749.00
-1018.00,64.00,1554.00
-1018.00,143.00,1404.00
-1019.00,180.00,1276.00
-764.00,170.00,1186.00
-764.00,178.00,1213.00
-1020.00,130.00,1469.00
-1019.00,-132.00,1780.00
-1018.00,-535.00,1845.00
-1017.00,-842.00,1791.00
-1018.00,-1116.00,1541.00
-1018.00,-1268.00,1175.00
-764.00,-1198.00,828.00
-765.00,-977.00,568.00
-766.00,-697.00,492.00
-767.00,-409.00,446.00
-767.00,-162.00,546.00
-1022.00,-8.00,616.00
-1022.00,73.00,695.00
-1022.00,120.00,749.00
-1022.00,159.00,817.00
-1021.00,158.00,829.00
-1021.00,192.00,943.00
-1021.00,237.00,1146.00
-1020.00,243.00,1186.00
-1020.00,241.00,1087.00
-1020.00,200.00,951.00
-1021.00,75.00,657.00
-1022.00,-255.00,419.00
-1023.00,-362.00,418.00
-1023.00,-649.00,409.00
-1023.00,-941.00,502.00
-1023.00,-1111.00,657.00
-1022.00,-1155.00,700.00
-766.00,-1188.00,898.00
-765.00,-1231.00,1085.00
-764.00,-1227.00,1265.00
-1020.00,-1265.00,1322.00
-1019.00,-1203.00,1533.00
-1019.00,-1211.00,1511.00
-1275.00,-1233.00,1436.00
-1275.00,-1234.00,1396.00
-1275.00,-1205.00,1388.00
-1275.00,-1218.00,1394.00
-1275.00,-1223.00,1376.00
-1275.00,-1178.00,1465.00
-1275.00,-1188.00,1464.00
-1275.00,-1256.00,1267.00
-1276.00,-1231.00,958.00
-1277.00,-1079.00,713.00
-1278.00,-901.00,588.00
-1278.00,-637.00,455.00
-1279.00,-498.00,450.00
-1279.00,-437.00,445.00
-1279.00,-288.00,483.00
-1279.00,-80.00,597.00
-1278.00,107.00,789.00
-1277.00,177.00,926.00
-1277.00,170.00,869.00
-1277.00,-34.00,618.00
-1278.00,-499.00,438.00
-1279.00,-886.00,536.00
-1278.00,-1184.00,853.00
-1277.00,-1248.00,1112.00
-1276.00,-1216.00,1391.00
-1275.00,-926.00,1759.00
-1274.00,-697.00,1861.00
-1273.00,-454.00,1875.00
-1273.00,-247.00,1830.00
-1529.00,64.00,1563.00
-1530.00,193.00,1074.00
-1532.00,76.00,737.00
-1534.00,55.00,723.00
-1534.00,72.00,734.00
-1278.00,177.00,950.00
-1533.00,128.00,1503.00
-1531.00,-78.00,1747.00
-1530.00,-308.00,1832.00
-1273.00,-461.00,1902.00
-1273.00,-679.00,1880.00
-1273.00,-961.00,1775.00
-1018.00,-982.00,1728.00
-762.00,-1092.00,1560.00
-762.00,-1183.00,1471.00
-763.00,-1225.00,1448.00
-763.00,-1187.00,1406.00
-507.00,-975.00,1347.00
-507.00,-814.00,1331.00
-507.00,-953.00,1317.00
-1019.00,-1238.00,1372.00
-1531.00,-1155.00,1418.00
-1787.00,-757.00,1451.00
-1787.00,-339.00,1417.00
-1787.00,-96.00,1403.00
-1531.00,150.00,1329.00
-1275.00,202.00,1375.00
-1019.00,138.00,1491.00
-763.00,31.00,1495.00
-763.00,-44.00,1447.00
-507.00,-95.00,1426.00
-507.00,-112.00,1402.00
-763.00,-52.00,1384.00
-1019.00,186.00,1367.00
-1531.00,122.00,1314.00
-1787.00,-620.00,1281.00
-1275.00,-1219.00,1298.00
-763.00,-1170.00,1426.00
-507.00,-845.00,1495.00
-507.00,-603.00,1537.00
-506.00,-472.00,1577.00
-506.00,-465.00,1536.00
-506.00,-443.00,1525.00
-507.00,-376.00,1541.00
-506.00,-130.00,1388.00
-763.00,136.00,1304.00
-1019.00,203.00,1231.00
-1020.00,200.00,1276.00
-1020.00,171.00,1422.00
-1019.00,141.00,1399.00
-763.00,35.00,1312.00
-507.00,-297.00,1154.00
-508.00,-531.00,972.00
-509.00,-641.00,949.00
-509.00,-726.00,956.00
-509.00,-745.00,1091.00
-508.00,-807.00,1179.00
-508.00,-852.00,1209.00
-508.00,-903.00,1201.00
-508.00,-1029.00,1224.00
-764.00,-1142.00,1379.00
-1019.00,-1076.00,1589.00
-1018.00,-983.00,1652.00
-762.00,-772.00,1753.00
-506.00,-690.00,1597.00
-506.00,-735.00,1530.00
-507.00,-1038.00,1293.00
-763.00,-1195.00,906.00
-1021.00,-1148.00,728.00
-1278.00,-1256.00,965.00
-1533.00,-993.00,1530.00
-1019.00,-679.00,1817.00
-761.00,-558.00,1725.00
-506.00,-468.00,1626.00
-506.00,-800.00,1409.00
-507.00,-739.00,912.00
-509.00,-564.00,811.00
-509.00,-814.00,622.00
-1278.00,-925.00,500.00
-1279.00,-761.00,459.00
-1535.00,-831.00,545.00
-1534.00,-587.00,585.00
-1790.00,-615.00,734.00
-1534.00,-1058.00,1247.00
-1276.00,-1186.00,1505.00
-763.00,-1088.00,1564.00
-506.00,-930.00,1535.00
-507.00,-796.00,1444.00
-507.00,-729.00,1244.00
-252.00,-642.00,1067.00
-252.00,-610.00,1035.00
-252.00,-619.00,1067.00
-508.00,-700.00,1073.00
-508.00,-710.00,944.00
-509.00,-767.00,852.00
-509.00,-708.00,756.00
-510.00,-529.00,611.00
-766.00,-470.00,485.00
-511.00,-636.00,598.00
-766.00,-961.00,586.00
-1022.00,-1019.00,579.00
-1278.00,-1050.00,620.00
-1534.00,-1113.00,790.00
-1533.00,-1127.00,1079.00
-1276.00,-1209.00,1421.00
-763.00,-1020.00,1591.00
-506.00,-720.00,1518.00
-251.00,-544.00,1205.00
-508.00,-328.00,1029.00
-508.00,-141.00,864.00
-765.00,30.00,887.00
-765.00,53.00,1005.00
-509.00,-16.00,1120.00
-764.00,-32.00,929.00
-765.00,67.00,782.00
-1021.00,27.00,658.00
-510.00,-291.00,627.00
-510.00,-854.00,924.00
-509.00,-980.00,1418.00
-763.00,-710.00,1733.00
-1018.00,-380.00,1836.00
-1017.00,-145.00,1735.00
-1018.00,-69.00,1683.00
-762.00,-158.00,1614.00
-506.00,-110.00,1311.00
-507.00,-140.00,1237.00
-508.00,-385.00,1365.00
-507.00,-507.00,1336.00
-507.00,-762.00,1259.00
-508.00,-843.00,980.00
-509.00,-809.00,785.00
-509.00,-790.00,677.00
-510.00,-807.00,654.00
-766.00,-1042.00,759.00
-766.00,-1252.00,1177.00
-1020.00,-1194.00,1430.00
-1019.00,-952.00,1694.00
-1018.00,-561.00,1840.00
-761.00,-436.00,1817.00
-761.00,-409.00,1764.00
-506.00,-506.00,1605.00
-506.00,-638.00,1393.00
-251.00,-720.00,1143.00
-508.00,-711.00,1024.00
-508.00,-800.00,873.00
-509.00,-1024.00,892.00
-765.00,-1057.00,747.00
-1022.00,-1268.00,1170.00
-764.00,-835.00,1704.00
-762.00,-621.00,1708.00
-506.00,-573.00,1623.00
-506.00,-645.00,1422.00
-507.00,-748.00,1308.00
-507.00,-822.00,1198.00
-508.00,-835.00,1017.00
-509.00,-907.00,865.00
-765.00,-806.00,570.00
-766.00,-533.00,460.00
-767.00,-414.00,526.00
-510.00,-418.00,678.00
-510.00,-551.00,861.00
-509.00,-892.00,1216.00
-1020.00,-1253.00,1212.00
-1020.00,-1152.00,676.00
-1022.00,-774.00,420.00
-1023.00,-492.00,406.00
-767.00,-475.00,476.00
-767.00,-432.00,584.00
-510.00,-790.00,742.00
-510.00,-1070.00,1145.00
-764.00,-1248.00,1072.00
-1020.00,-1149.00,697.00
-1278.00,-874.00,469.00
-1023.00,-644.00,397.00
-767.00,-395.00,453.00
-767.00,-334.00,524.00
-766.00,-296.00,534.00
-766.00,-376.00,517.00
-766.00,-420.00,577.00
-510.00,-412.00,766.00
-510.00,-312.00,1066.00
-508.00,-230.00,1157.00
-508.00,-294.00,1006.00
-509.00,-347.00,1014.00
-509.00,-322.00,1012.00
-509.00,-351.00,1020.00
-509.00,-344.00,1105.00
-508.00,-298.00,1122.00
-508.00,-427.00,1213.00
-508.00,-375.00,1181.00
-508.00,-358.00,982.00
-509.00,-407.00,742.00
-766.00,-544.00,527.00
-1022.00,-798.00,431.00
-1279.00,-967.00,568.00
-1534.00,-1134.00,835.00
-1277.00,-1264.00,1230.00
-764.00,-1138.00,1436.00
-507.00,-950.00,1326.00
-507.00,-726.00,1177.00
-252.00,-550.00,1069.00
-508.00,-527.00,863.00
-509.00,-641.00,698.00
-766.00,-754.00,601.00
-1022.00,-930.00,501.00
-1023.00,-936.00,478.00
-1023.00,-954.00,501.00
-767.00,-1060.00,628.00
-510.00,-900.00,690.00
-510.00,-657.00,711.00
-510.00,-520.00,736.00
-510.00,-337.00,875.00
-509.00,-178.00,944.00
-509.00,-157.00,826.00
-765.00,-210.00,693.00
-766.00,-224.00,576.00
-1022.00,-267.00,457.00
-1023.00,-342.00,437.00
-1023.00,-387.00,430.00
-1023.00,-423.00,413.00
-1279.00,-576.00,402.00
-1279.00,-822.00,465.00
-1279.00,-1047.00,625.00
-1278.00,-1146.00,835.00
-1277.00,-1130.00,750.00
-1278.00,-1204.00,839.00
-1021.00,-1275.00,1138.00
-1020.00,-1120.00,1563.00
-762.00,-781.00,1741.00
-506.00,-508.00,1531.00
-507.00,-265.00,1152.00
-508.00,-259.00,1066.00
-508.00,-570.00,1217.00
-764.00,-1178.00,1448.00
-1275.00,-1209.00,1184.00
-1276.00,-1218.00,1107.00
-764.00,-1086.00,1331.00
-507.00,-506.00,1206.00
-508.00,-126.00,1092.00
-508.00,-161.00,1168.00
-508.00,-420.00,1072.00
-508.00,-507.00,776.00
-765.00,-525.00,481.00
-1023.00,-315.00,432.00
-1023.00,-454.00,394.00
-1279.00,-724.00,408.00
-1279.00,-951.00,548.00
-1278.00,-1120.00,760.00
-1022.00,-1099.00,627.00
-766.00,-775.00,486.00
-511.00,-424.00,605.00
-766.00,-229.00,638.00
-766.00,-199.00,721.00
-766.00,-307.00,626.00
-510.00,-406.00,705.00
-510.00,-530.00,904.00
-509.00,-753.00,1166.00
-508.00,-790.00,1399.00
-507.00,-669.00,1609.00
-762.00,-619.00,1808.00
-1273.00,-810.00,1794.00
-1529.00,-993.00,1566.00
-1530.00,-1173.00,1076.00
-1276.00,-1038.00,615.00
-1278.00,-828.00,457.00
-1023.00,-685.00,395.00
-1023.00,-480.00,392.00
-1023.00,-301.00,427.00
-1023.00,-402.00,424.00
-767.00,-346.00,468.00
-767.00,-346.00,523.00
-510.00,-548.00,666.00
-510.00,-774.00,863.00
-509.00,-710.00,973.00
-509.00,-603.00,773.00
-509.00,-644.00,838.00
-509.00,-437.00,861.00
-509.00,-455.00,833.00
-509.00,-551.00,640.00
-766.00,-605.00,413.00
-1023.00,-610.00,386.00
-1279.00,-712.00,416.00
-1279.00,-803.00,452.00
-1535.00,-957.00,633.00
-1534.00,-961.00,747.00
-1534.00,-1078.00,1095.00
-1276.00,-1166.00,1413.00
-1019.00,-1140.00,1559.00
-762.00,-1114.00,1440.00
-507.00,-1017.00,1238.00
-508.00,-717.00,1110.00
-508.00,-453.00,997.00
-509.00,-498.00,925.00
-509.00,-978.00,1156.00
-764.00,-1043.00,1502.00
-1019.00,-957.00,1690.00
-1274.00,-671.00,1842.00
-1273.00,-446.00,1849.00
-1273.00,-486.00,1843.00
-1017.00,-741.00,1798.00
-1017.00,-1108.00,1525.00
-1019.00,-1244.00,982.00
-765.00,-1000.00,607.00
-766.00,-670.00,494.00
-767.00,-419.00,492.00
-1023.00,-102.00,556.00
-1022.00,65.00,679.00
-1022.00,140.00,771.00
-1021.00,152.00,765.00
-1022.00,-5.00,632.00
-1022.00,-387.00,417.00
-1023.00,-819.00,448.00
-1023.00,-1217.00,844.00
-1021.00,-1251.00,1046.00
-1020.00,-1267.00,1181.00
-1020.00,-1190.00,1405.00
-1275.00,-1237.00,1277.00
-1020.00,-1269.00,1030.00
-1020.00,-1298.00,1053.00
-1020.00,-1314.00,1184.00
-1020.00,-1299.00,1196.00
-1020.00,-1311.00,1264.00
-1276.00,-1283.00,1264.00
-1276.00,-1288.00,1289.00
-1019.00,-1289.00,1314.00
-1019.00,-1298.00,1168.00
-1020.00,-1267.00,1186.00
-764.00,-1223.00,961.00
-765.00,-1171.00,1048.00
-508.00,-948.00,1386.00
-507.00,-627.00,1308.00
-507.00,-306.00,1135.00
-508.00,-77.00,1202.00
-508.00,-56.00,1132.00
-508.00,-124.00,960.00
-509.00,-330.00,703.00
-766.00,-495.00,487.00
-767.00,-707.00,443.00
-1023.00,-974.00,529.00
-1278.00,-1112.00,635.00
-1278.00,-1176.00,802.00
-1277.00,-1228.00,1021.00
-1277.00,-1180.00,1382.00
-1019.00,-1090.00,1530.00
-763.00,-954.00,1615.00
-762.00,-867.00,1632.00
-1018.00,-913.00,1684.00
-1530.00,-929.00,1546.00
-1530.00,-643.00,1693.00
-1530.00,-409.00,1789.00
-1274.00,-250.00,1796.00
-1273.00,-283.00,1822.00
-1273.00,-320.00,1803.00
-1273.00,-309.00,1833.00
-1273.00,-239.00,1800.00
-1273.00,-606.00,1858.00
-1017.00,-991.00,1665.00
-1018.00,-1236.00,1306.00
-1019.00,-1174.00,777.00
-1021.00,-781.00,433.00
-1023.00,-389.00,417.00
-1023.00,-187.00,453.00
-1023.00,-37.00,574.00
-1022.00,93.00,649.00
-1278.00,116.00,709.00
-1278.00,149.00,742.00
-1278.00,165.00,747.00
-1278.00,174.00,798.00
-1277.00,195.00,787.00
-1277.00,183.00,789.00
-1021.00,185.00,813.00
-1021.00,125.00,693.00
-1278.00,162.00,733.00
-1278.00,219.00,863.00
-1277.00,223.00,844.00
-1277.00,160.00,752.00
-1278.00,110.00,650.00
-1278.00,-28.00,553.00
-1022.00,-180.00,507.00
-767.00,-361.00,500.00
-511.00,-491.00,625.00
-510.00,-513.00,863.00
-509.00,-587.00,721.00
-766.00,-615.00,427.00
-1279.00,-426.00,413.00
-1535.00,-336.00,477.00
-1535.00,-721.00,445.00
-1279.00,-1089.00,625.00
-1022.00,-1281.00,1105.00
-764.00,-1128.00,1443.00
-507.00,-798.00,1451.00
